Bus No,Stop Order,Stop Name
23M extn,4,Saidapet
23M extn,5,T.Nagar
23M extn,6,Panagal park
23M extn,7,Liberty
23M extn,8,Power house
23M extn,9,Vadapalani
23M extn,10,MMDA Colony
23M extn,11,CMBT
23M extn,12,Thirumangalam
23M extn,13,Anna Nagar West
29G,0,Thiruvanmi yur
29G,1,Moolakadai
29G,2,Perambur
29G,3,Doveton
29G,4,Egmore
29G,5,LIC
29G,6,Royapettah
29G,7,Mylapore
29G,8,Mandaveli
29G,9,Adyar
29G,10,Parvathy Nagar (Kodungaiyur)
41G,0,Thiruvanmi yur
41G,1,Amabattur OT
41G,2,Ambathur IE
41G,3,Wavin
41G,4,Collector nagar
41G,5,Thirumangalam
41G,6,Anna nagar Rountana
41G,7,Amijikarai
41G,8,Taylors road
41G,9,Sterling road
41G,10,Gemini
41G,11,Stella Maris College
41G,12,Mylapore
41G,13,Mandaveli
41G,14,AMS
41G,15,Adyar
41G,16,Oragadam
47,0,Thiruvanmi yur/Adyar
47,1,T.Nagar
47,2,Valluvar Kottam
47,3,Pushpa nagar
47,4,Loyola college
47,5,Anna Nagar East
47,6,Villivakkam
47A,0,Thiruvanmi yur/Besant Nagar
47A,1,Adyar
47A,2,T.Nagar
47A,3,Sterling Road
47A,4,Taylors Road
47A,5,New Avadi Road
47A,6,ICF (Integral Coach Factory)
47D,0,Thiruvanmi yur
47D,1,Adyar
47D,2,T. Nagar
47D,3,Sterling Road
47D,4,Ambattur I.E
47D,5,Avadi
47D,0,Thiruvanmi yur
47D,1,Adyar
47D,2,T. Nagar
47D,3,Sterling Road
47D,4,Ambattur I.E
47D,5,Ambathur O.T.
A47,0,Thiruvanmi yur
A47,1,Adyar
A47,2,T.Nagar
A47,3,Pushpa Nagar
A47,4,Ambattur I.E
A47,5,Avadi
49,0,Thiruvanmi yur
49,1,Guindy
49,2,Porur
49,3,Iyyapanthangal
49xt,0,Thiruvanmi yur
49xt,1,Iyyapanthangal
49xt,2,Kumananchavadi
49xt,3,Velappanchavadi
49xt,4,Thiruverkadu
A147,0,Thiruvanmi yur
A147,1,Adyar
A147,2,T.Nagar
A147,3,Pushpa Nagar
A147,4,Ambattur I.E
A147,5,Collector Nagar
A147,6,Avadi
523,0,Thiruvanmi yur
523,1,Perungudi
523,2,Sholinganallur
523,3,Kelambakka m
523,4,Thirupporur
523,5,Perunthandalam
523A,0,Thiruvanmi yur
523A,1,Perungudi
523A,2,Sholinganallur
523A,3,Kelambakkam
523A,4,Thirupporur
523A,5,Karumbakkam
549,0,Thiruvanmi yur
549,1,Adyar
549,2,Guindy
549,3,Porur
549,4,Iyyapanthangal
549,5,Kumananchavadi
549,6,Poonamallee
549,7,Irungatukottai
549,8,Sriperumbudur
549,9,Sunguvarchathir am
1A,0,Thiruvanmi yur
1A,1,Adyar
1A,2,Mylapore
1A,3,Royapettah
1A,4,Central R.S
1A,5,Kalmandapam
1A,6,Tollgate
1A,7,Rajakadai
1A,8,Theradi
1A,9,Thiruvottiyur
4,0,Thiruvanmi yur
4,1,Adyar
4,2,Mylapore
4,3,Luz
4,4,Music Academy
4,5,Royapettah
4,6,LIC
4,7,Central R.S
4,8,Regal
4,9,Vallalar Nagar
4,10,Tondiarpet
4,11,Tollgate
4,12,Therady
4,13,Thiruvottiyur
M7,0,Thiruvanmi yur
M7,1,Saidapet
M7,2,Velachery
M7,3,SRP Tools
M7,4,T.Nagar
M7A,0,Thiruvanmi yur
M7A,1,Saidapet
M7A,2,Guindy
M7A,3,Velachery
M7A,4,IRT
M7A,5,SRP Tools
M7A,6,T.Nagar
21D,0,Thiruvanmi yur
21D,1,Indira Nagar
21D,2,Besant Nagar
21D,3,Foreshore Estate
21D,4,Anna Square
21D,5,Broadway
23C xt,0,Thiruvanmi yur
23C xt,1,Lucas
23C xt,2,Nathamuni
23C xt,3,ICF
23C xt,4,Ayanavaram
23C xt,5,Purasaiwakkam
23C xt,6,Egmore
23C xt,7,LIC
23C xt,8,TVS
23C xt,9,Saidapet
23C xt,10,Adyar
23C xt,11,Korattur
29C xt,0,Thiruvanmi yur
29C xt,1,Madhavaram Milk colony
29C xt,2,Thapal petti
29C xt,3,Moolakadai
29C xt,4,Perambur
29C xt,5,Mathur MMDA
29L,0,Thiruvanmi yur
29L,1,Egmore
29L,2,Teynampet
29L,3,Saidapet
29L,4,Adyar
29L,5,Periyar Nagar
T29,0,Thiruvanmi yur
T29,1,Venus
T29,2,Perambur
T29,3,Jamaliya
T29,4,Egmore
T29,5,L.I.C
T29,6,Mylapore
T29,7,Adyar
T29,8,Thiru vi ka nagar
D41,0,Thiruvanmi yur
D41,1,Korattur
D41,2,Lucas
D41,3,Thirumangalam
D41,4,Amijikarai
D41,5,KMC
D41,6,Chetpet
D41,7,Sterling road
D41,8,Gemini
D41,9,Teynampet
D41,10,Nandanam
D41,11,Adyar Gate
D41,12,Mandaveli
D41,13,AMS
D41,14,Adyar
D41,15,Ambattur O.T.
T51,0,Thiruvanmi yur
T51,1,Camp Road
T51,2,Medavakkam
T51,3,Sholinganallur
T51,4,Karappakkam
T51,5,SRP
T51,6,Tidel Park
T51,7,Tambaram East
M70,0,Thiruvanmi yur
M70,1,Vadapalani
M70,2,Ashok nagar
M70,3,Guindy
M70,4,Checkpost
M70,5,Velacherry
M70,6,Taramani
M70,7,SRP
M70,8,CMBT
M70 xt,0,Thiruvanmi yur
M70 xt,1,Thirumangalam
M70 xt,2,CMBT
M70 xt,3,Vadapalani
M70 xt,4,Ashok nagar
M70 xt,5,Guindy
M70 xt,6,Checkpost
M70 xt,7,Velacherry
M70 xt,8,Taramani
M70 xt,9,SRP tools
M70 xt,10,Jayanthi
M70 xt,11,Anna Nagar West
T242,0,Thiruvanmi yur
T242,1,Puzhal
T242,2,Retteri
T242,3,Kolathur
T242,4,Perambur
T242,5,Doveton
T242,6,Vepery
T242,7,Central R.S
T242,8,Broadway
T242,9,Marina
T242,10,Santhome
T242,11,Adyar
T242,12,Padiyanallur
154A,0,Thirunindr avur
154A,1,Kosavapalayam
154A,2,Pudhuchatiram
154A,3,Vellavedu
154A,4,Thirumazhisai
154A,5,Poonamallee
154A,6,Kumananchavadi
154A,7,Iyyapanthangal
154A,8,Porur
154A,9,Guindy
154A,10,Saidapet
154A,11,T. Nagar
54A,0,Thirunindr avur
54A,1,Thirumazhisai
54A,2,Vellavedu
54A,3,Pudhuchatiram
54A,4,Periyakottambedu
54A,5,Kosavapalayam
54A,6,Poonamallee
71E,0,Thirunindr avur
71E,1,Central R.S
71E,2,New Avadi road
71E,3,Nadhamuni
71E,4,Ambattur I.E
71E,5,Ambattur OT
71E,6,Avadi
71E,7,Broadway /Am battur I.E (NS)
221H,0,Thirupporu r
221H,1,LIC
221H,2,DMS
221H,3,Saidapet
221H,4,IIT Chennai
221H,5,Madhya Kailash
221H,6,Tidel Park
221H,7,Thoraipakkam
221H,8,Sholinganallur
221H,9,SIRUSERI
221H,10,Kelambakkam
221H,11,Central R.S
568B,0,Thirupporu r
568B,1,Sholinganallur
568B,2,Kelambakkam
568B,3,Velachery
517T,0,Thirupporu r
517T,1,Eachangadu
517T,2,Kovilambakkam
517T,3,Medavakkam Koot Road
517T,4,Sholinganallur
517T,5,Kelambakkam
517T,6,Pallavaram
519,0,Thirupporu r
519,1,Saidapet
519,2,Tidel park
519,3,Sholinganallur
519,4,Kelambakkam
519,5,T. Nagar
519 cut,0,Thirupporu r
519 cut,1,SRP tools
519 cut,2,Sholinganallur
519 cut,3,Kelambakkam
519 cut,4,Kalavakkam
519 cut,5,Adyar
521,0,Thirupporu r
521,1,Marina
521,2,Thiruvanmiyur
521,3,Perungudi
521,4,Sholi nganallur
521,5,Kelambakkam
521,6,"Broadway, Chennai"
552K,0,Thirupporu r
552K,1,Medavakkam
552K,2,Sholinganallur
552K,3,Kelamba kkam
552K,4,Kilkattalai
555,0,Thirupporu r
555,1,Vandalur
555,2,Kandigai
555,3,Kelambakkam
555,4,Tambaram
555M,0,Thirupporu r
555M,1,Kolapakkam
555M,2,Mambakkam
555M,3,Kayar
555M,4,Vembedu
555M,5,Tambaram
555N,0,Thirupporu r
555N,1,Guduvanchery
555N,2,Tambaram
566,0,Thirupporu r
566,1,Anakaputhur
566,2,Pammal
566,3,Pallavaram
566,4,Chromepet
566,5,Tambaram Sanatorium
566,6,Tambaram
566,7,Vandalur
566,8,Kandigai
566,9,Mambakkam
566,10,Pudhupakkam
566,11,Chettinad Hospital
566,12,Kelambakkam
566,13,Kundrathur
587,0,Thirupporu r
587,1,Marina
587,2,Thiruvamiyur
587,3,ECR
587,4,Kelambakka m
587,5,Broadway
505,0,Thiruvallur
505,1,Alamadhi
505,2,Tamaraipakkam
505,3,Vishnuvakkam
505,4,Moolakarai
505,5,Ekkadu Kandigai
505,6,Red Hills
571,0,Thiruvallur
571,1,Central R.S
571,2,Taylors Road
571,3,Nadhamuni
571,4,Padi
571,5,Ambattur IE
571,6,Avadi
571,7,Thirunindravur
571,8,Vepampattu
571,9,Sevapet
571,10,Kakallur
571,11,Broadway
572,0,Thiruvallur
572,1,Ambattur OT
572,2,Avadi
572,3,Pattabiram
572,4,Thirunindravur
572,5,Veppampattu
572,6,Sevapet
572,7,Kakallur
572,8,Ambattur I.E
572A,0,Thiruvallur
572A,1,Pattabiram
572A,2,Thirunindravur
572A,3,Veppampattu
572A,4,Sevapet
572A,5,Kakallur
572A,6,Avadi
597,0,Thiruvallur
597,1,Guindy
597,2,Iyypanthangal
597,3,Kumanan chavadi
597,4,Poonamallee
597,5,Thirumazhisai
597,6,Vellavedu
597,7,Nemam
597,8,Pudhuchatiram
597,9,Mettukandigai
597,10,Arnavoyal kuppam
597,11,Arnavoyal
597,12,Murkancherry
597,13,Manavalan Nagar
597,14,T. Nagar/Mandav eli
566A,0,Thiruvallur
566A,1,Pallavaram
566A,2,Pammal
566A,3,Anakaputhur
566A,4,Kundrathur
566A,5,Mangadu
566A,6,Kumanan chavadi
566A,7,Poonamallee
566A,8,Thirumazhisai
566A,9,Vellavedu
566A,10,Nemam
566A,11,Pudhuchatiram
566A,12,Mettukandigai
566A,13,Arnavoyal kuppam
566A,14,Arnavoyal
566A,15,Murkancherry
566A,16,Manavalan Nagar
566A,17,Tambaram
583A,0,Thiruvallur
583A,1,Manavalan Nagar
583A,2,Mel Nallathur
583A,3,Kizh Nallathur
583A,4,Polivakkam
583A,5,Kattu Koot Road
583A,6,Sriperumbudur
596,0,Thiruvallur
596,1,Koyambedu
596,2,Nerkundram
596,3,Madhuravoyal
596,4,Kumanan chavadi
596,5,Poonamallee
596,6,Thirumazhisai
596,7,Vellavedu
596,8,Nemam
596,9,Pudhuchatiram
596,10,Mettukandigai
596,11,Arnavoyal kuppam
596,12,Arnavoyal
596,13,Murkancherry
596,14,Manavalan Nagar
596,15,CMBT
596P,0,Thiruvallur
596P,1,Koyambedu
596P,2,Nerkundram
596P,3,Madhuravoyal
596P,4,Kumanan chavadi
596P,5,Poonamallee
596P,6,Chembarabakkam
596P,7,TSR Rajalakshmi Nagar
596P,8,Mannur
596P,9,Puduvallur Jn.
596P,10,Sunnabukulam
596P,11,Aranvoyal
596P,12,Manavalan Nagar
596P,13,CMBT
M170,0,Thiruverka du
M170,1,Velappan chavadi
M170,2,Vanagaram
M170,3,Maduravoyal
M170,4,Nerkundram
M170,5,Koyambedu Market
M170,6,CMBT
M170,7,Vadapalani
M170,8,Ashok Pillar
M170,9,Guindy
M170,10,Checkpost
M170,11,Velachery
20K,0,Thiruverka du
20K,1,Ambattur I.E
20T,0,Thiruverka du
20T,1,Ambattur I.E
20T,2,Ayapakkam
20T,3,Villivakkam
27C,0,Thiruverka du
27C,1,Panagal park
27C,2,Bharathinagar
27C,3,Liberty
27C,4,Power house
27C,5,Vadapalani
27C,6,MMDA Colony
27C,7,CMBT
27C,8,Koyambedu Market
27C,9,Nerkundram
27C,10,Maduravoyal
27C,11,Vanagaram
27C,12,Velappan chavadi
27C,13,T. Nagar
29E,0,Thiruverka du
29E,1,Otteri
29E,2,Purasawakkam High Road
29E,3,Kellys
29E,4,Aminjikarai
29E,5,Koyambedu
29E,6,Nerkundram
29E,7,Maduravoyal
29E,8,Velappanchavadi
29E,9,Perambur
49R,0,Thiruverka du
49R,1,Saidapet
49R,2,Guindy
49R,3,Ramapuram
49R,4,Valasar awakkam
49R,5,Maduravoyal
49R,6,Velappan chavadi
49R,7,T. Nagar
50,0,Thiruverka du
50,1,Central
50,2,Dasaprakash
50,3,KMC
50,4,Amijikarai
50,5,Arumbakkam
50,6,Koyambedu
50,7,Nerkundram
50,8,Maduravoyal
50,9,Vanagaram
50,10,Velappan chavadi
50,11,Broadway
59,0,Thiruverka du
59,1,Basinbridge
59,2,Elephantgate
59,3,Doveton
59,4,Purasawakam
59,5,KMC
59,6,Aminjikarai
59,7,Arumbakkam
59,8,Maduravoyal
59,9,Velappanchavadi
59,10,V Nagar
127B,0,Thiruverka du
127B,1,Maduravoyal
127B,2,KoyambeduMarket
127B,3,Amijikarai
127B,4,KMC
127B,5,Chetpet
127B,6,EgmoreR.S
127B,7,Chindhatripet
127B,8,Triplicane
127B,9,Anna Square
159,0,Thiruverka du
159,1,Tollgate
159,2,Tondiarpet
159,3,V.Nagar
159,4,Regal
159,5,Choolai P.O.
159,6,Purasawakkam High Road
159,7,Kellys
159,8,Aminjikarai
159,9,Koyambedu
159,10,Nerkundram
159,11,Maduravoyal
159,12,Velappanchavadi
159,13,Thiruvottiyur
170,0,Thiruverka du
170,1,CMBT
170,2,Vadapalani
170,3,Guindy
170,4,Pallavaram
170,5,Chromepet
170,6,Tambaram
T553,0,Thiruverka du
T553,1,Kumananchavadi
T553,2,Poonamallee
T553,3,Irrungattukottai
T553,4,Sriperumbudur
T553,5,Sung uvarchatiram
T553,6,Kunnam
1,0,Thiruvottiy ur
1,1,Adyar
1,2,Mylapore
1,3,Royapettah
1,4,Parry's Corner
1,5,Kalmandapam
1,6,Tollgate
1,7,Rajaka dai
1,8,Theradi
1,9,Thiruvanmiyur
1B,0,Thiruvottiy ur
1B,1,Chromepet
1B,2,Pallavaram
1B,3,Guindy
1B,4,Teynampet
1B,5,D.M.S
1B,6,L.I.C
1B,7,Central R.S
1B,8,Parry's Corner
1B,9,Kalmandapam
1B,10,Tollgate
1B,11,Tambaram
1G,0,Thiruvottiy ur
1G,1,Saidapet
1G,2,Annasalai
1G,3,Parry's Corner
1G,4,Kalmandapam
1G,5,Tollgate
1G,6,Velachery
1G xt,0,Thiruvottiy ur
1G xt,1,Velachery
1G xt,2,Saidapet
1G xt,3,TVS
1G xt,4,LIC
1G xt,5,Parry's Corner
1G xt,6,Kalmandapam
1G xt,7,Tollgate
1G xt,8,Medavakkam
1J,0,Thiruvottiy ur
1J,1,Rajakadai
1J,2,Tollgate
1J,3,Kalmandappam
1J,4,Pa rry's Corner
1J,5,Central R.S
1J,6,Triplicane
4,0,Thiruvottiy ur
4,1,Adyar
4,2,Mylapore
4,3,Luz
4,4,Music Academy
4,5,Royapettah
4,6,LIC
4,7,Central R.S
4,8,Regal
4,9,Vallalar Nagar
4,10,Tondiarpet
4,11,Tollgate
4,12,Therady
4,13,Thiruvanmiyur
21H xt,0,Thiruvotriy ur
21H xt,1,Tollgate
21H xt,2,Broadway
21H xt,3,Secretrariat
21H xt,4,Anna Square
21H xt,5,AIR
21H xt,6,Santhome
21H xt,7,Foreshore Estate
21H xt,8,MRC Nagar
21H xt,9,Adyar
21H xt,10,SRP Tools
21H xt,11,Perungudi
21H xt,12,Sholinganallur
21H xt,13,Navalu r
21H xt,14,Kelambakkam
28D,0,Thiruvottiy ur
28D,1,Therady
28D,2,Rajakadai
28D,3,Tollgate
28D,4,Tondiarpet
28D,5,Vallalar nagar
28D,6,Regal
28D,7,Central
28D,8,Zimson
28D,9,LIC
28D,10,TVS
28D,11,Thousand Lights
28D,12,DMS
28D,13,Panagal park
28D,14,T.Nagar
34,0,Thiruvottiy ur
34,1,Thirumangalam
34,2,Rountana
34,3,Chinthamani
34,4,Kellys
34,5,Purasaiwakkam
34,6,Choolai P.O.
34,7,Regal
34,8,V.Nagar
34,9,Tondiarpet
34,10,Tollgate
34,11,Therady
34,12,Ambattur I.E
34xt,0,Thiruvottiy ur
34xt,1,Ambattur I.E
34xt,2,Thirumangalam
34xt,3,Rountana
34xt,4,Chinthamani
34xt,5,Kellys
34xt,6,Purasaiwakkam
34xt,7,Choolai P.O.
34xt,8,Regal
34xt,9,V.Nagar
34xt,10,Tondiarpet
34xt,11,Tollgate
34xt,12,Therady
34xt,13,Pattabiram
119,0,Thiruvottri yur
119,1,Broadway
119,2,Marina Beach
119,3,Thiruvanmiyur
119,4,Injambakkam
119,5,Kovalam
134A,0,Thiruvottiy ur
134A,1,Mogappair West
138A,0,Thiruvottiy ur
138A,1,Tondiarpet
138A,2,Mint
138A,3,Basin Bridge
138A,4,Vyasarpadi
138A,5,Moolakadai
138A,6,TVK Nagar
138A,7,Periyar Nagar
156,0,Thiruvotriy ur
156,1,Karanodai
159,0,Thiruvottiy ur
159,1,Tollgate
159,2,Tondiarpet
159,3,V.Nagar
159,4,Regal
159,5,Choolai P.O.
159,6,Purasawakkam High Road
159,7,Kellys
159,8,Aminjikarai
159,9,Koyambedu
159,10,Nerkundram
159,11,Maduravoyal
159,12,Velappanchavadi
159,13,Thiruverkadu
159A,0,Thiruvotriy ur
159A,1,Tollgate
159A,2,Tondiarpet
159A,3,V.Nagar
159A,4,Regal
159A,5,Choolai P.O.
159A,6,Purasawakkam High Road
159A,7,Kellys
159A,8,Aminjikarai
159A,9,Arumbakkam
159A,10,CMBT
159C,0,Thiruvottiy ur
159C,1,Tollgate
159C,2,Tondiarpet
159C,3,V.Nagar
159C,4,Regal
159C,5,Choolai P.O.
159C,6,Purasawakkam High Road
159C,7,Kellys
159C,8,Aminjikarai
159C,9,Arumbakkam
159C,10,Koyambedu Market
556,0,Thiruvottiy ur
556,1,Ernavoor Gate
556,2,Sathiyamoorthy Nagar
556,3,Andakuppam
556,4,Athipattu Pudhunagar
556,5,Ennore Thermal PowerStation
556,6,L&T Harbour
556,7,Kattupalli Village
556,8,Kattupalli
38D,0,Tiruvottiyu r
38D,1,Parvathy Nagar (Kodungaiyur)
56T,0,Tiruvottiyu r
56T,1,MFL
56T,2,Madhavaram
28,0,Thiruvotriy ur
28,1,Tollgate
28,2,Tondiarpet
28,3,Vallalarnagar
28,4,Regal
28,5,Central RS
28,6,Chindatripet
28,7,Egmore R.S
595A,0,Thiruvottiy ur
595A,1,Sathyamoorthy nagar
595A,2,Minjur
595A,3,Kadapakkam
595A,4,Thathanmanji
595A,5,Perliyambakkam
595A,6,Pulicut
595A,7,Pazhaverkadu
T47,0,Tidel Park
T47,1,Madiakailash
T47,2,Saidapet
T47,3,T. Nagar
T47,4,Anna Hospital
T47,5,ICF
T47,6,Villivakkam
6A,0,Tollgate
6A,1,Adyar
6A,2,Foreshore Estate
6A,3,Triplicane
6A,4,Parry's Corner
6A,5,Maharani
6A,6,Washermanpet
6A,7,Besant Nagar
8A,0,Tollgate
8A,1,Tondiarpet
8A,2,V.Nagar
8A,3,Regal
8A,4,Choolai P.O
8A,5,Otteri
8A,6,Jamalaya
8A,7,Venus
8A,8,Periyar Nagar
10A,0,Tollgate
10A,1,Kal mandapam
10A,2,Parrys
10A,3,Central R.S
10A,4,Egmore R.S
10A,5,Maternity Hospital
10A,6,DPI
10A,7,Sterling road
10A,8,Valluvar Kottam
10A,9,Panagal park
10A,10,T.Nagar
10A,11,Srinivasa Theater
10A,12,Mettupalayam
10A,13,Saidapet West
32A,0,Tollgate
32A,1,Maharani
32A,2,Tondiarpet
32A,3,Vallalar nagar
32A,4,Broadway
32A,5,Central R.S.
32A,6,Triplicane
32A,7,V.House
32A,8,AIR
32A,9,Santhome
32A,10,Foreshore Estate
159B,0,Tollgate
159B,1,Tondiarpet
159B,2,V.Nagar
159B,3,Regal
159B,4,Choolai P.O.
159B,5,Purasawakkam High Road
159B,6,Kellys
159B,7,Aminjikarai
159B,8,Arumbakkam
159B,9,CMBT
6D,0,Tollgate
6D,1,Besant Nagar
6D,2,Foreshore Estate
6D,3,Parry's Corner
6D,4,Thiruvanmiyur
595,0,Tollgate
595,1,Thiruvottriyur
595,2,Sathyamoorthy nagar
595,3,Minjur
595,4,Kadapakkam
595,5,Thathanmanji
595,6,Perliyambakkam
595,7,Pulicut
595,8,Pazhaverkadu
24A,0,V House
24A,1,Shanthi Colony
24A,2,K4 Police station
24A,3,Chinthamani
24A,4,Aminijikarai
24A,5,Chetpet
24A,6,Gemini
24A,7,Royapetah
24A,8,Anna Nagar West
24C,0,V House
24C,1,Ambattur OT
24C,2,Collector Nagar
24C,3,Blue Star
24C,4,Chinthamani
24C,5,Aminijikarai
24C,6,Chetpet
24C,7,Gemini
24C,8,Royapetah
24C,9,Avadi
32,0,V. House
32,1,Broadway
32,2,Central R.S.
32,3,Simpson
32,4,Vallalar Nagar
32B,0,V. House
32B,1,Vallalar nagar
32B,2,Broadway
32B,3,Central R.S.
32B,4,Simpson
32B,5,Korukkupet
12,0,Vivekanand a House
12,1,Teynampet
12,2,Alwarpet
12,3,Luz
12,4,Chennai Citi Centre
12,5,T.Nagar
29D,0,V House
29D,1,Madhavaram Milk colony
29D,2,Thapal petti
29D,3,Moolakadai
29D,4,Perambur
29D,5,Otteri
29D,6,Devoton
29D,7,Egmore
29D,8,Pudhupet
29D,9,Walaja Road
29D,10,Mathur MMDA
38C,0,V House
38C,1,Venus
38C,2,Perambur
38C,3,Pattalam
38C,4,Bhuvaneswari
38C,5,Doveton
38C,6,Choolai P.O
38C,7,Central R.S
38C,8,Simpson
38C,9,Adam market
38C,10,Triplicane P.O
38C,11,TVK Nagar
45A,0,V.House
45A,1,Saidapet
45A,2,Nandanam
45A,3,Adyar Gate
45A,4,Velachery
37D,0,V Nagar
37D,1,Regal
37D,2,Choolai P.O.
37D,3,Purasaivakkam
37D,4,KMC
37D,5,Chetpet
37D,6,Ste rling road
37D,7,Valluvarkottam
37D,8,Liberty
37D,9,Samiarmadam
37D,10,Udhayam
37D,11,Nesapakkam
37D,12,MGR Nagar
37D,13,KK Nagar
56A,0,V Nagar
56A,1,Ennore
56W,0,V Nagar
56W,1,Tondiarpet
56W,2,Thiruvottriyur
56W,3,MFL
56W,4,Madhavaram
57,0,V Nagar
57,1,Basin Bridge
57,2,Vyasarpadi
57,3,Moolakadai
57,4,Puzhal
57,5,Red Hills
59,0,V Nagar
59,1,Basinbridge
59,2,Elephantgate
59,3,Doveton
59,4,Purasawakam
59,5,KMC
59,6,Aminjikarai
59,7,Arumbakkam
59,8,Maduravoyal
59,9,Velappanchavadi
59,10,Thiruverkadu
248,0,V Nagar
248,1,Ambattur
248,2,Ambattur IE
248,3,Padi
248,4,Nadhamuni
248,5,ICF
248,6,Joint Office
248,7,Otteri
248,8,Pattalam
248,9,Pulianthopu Police station
248,10,Basin Bridge
248,11,Pudur
248xt,0,V Nagar
248xt,1,Ambattur
248xt,2,Ambattur IE
248xt,3,Padi
248xt,4,Lucas TVS
248xt,5,ICF
248xt,6,Joint Office
248xt,7,Otteri
248xt,8,Basin Bridge
248xt,9,Oragadam
248A,0,V Nagar
248A,1,Pudur
248A,2,Kallikuppam
248P,0,V Nagar
248P,1,Pudur
248P,2,Puthagaram
547,0,V Nagar
547,1,Basin Bridge
547,2,Vyasarpadi
547,3,Moolakadai
547,4,Puzhal
547,5,Red Hills
547,6,Karanodai
547,7,Siruvapuri
547,8,Periyapalayam
547A,0,V Nagar
547A,1,Basin Bridge
547A,2,Vyasarpadi
547A,3,Moolakadai
547A,4,Puzhal
547A,5,Red Hills
547A,6,Karanodai
547A,7,Akarambakkam
547A,8,Arani
547A,9,Kosavampettai
547A,10,Periyapalayam
557A,0,V Nagar
557A,1,Basin Bridge
557A,2,Vyasarpadi
557A,3,Moolakadai
557A,4,Puzhal
557A,5,Red Hills
557A,6,Karanodai
557A,7,Thachur Koot Road
557A,8,Puduvayal
557A,9,Kavarapettai
557A,10,Rettambedu
558P,0,V.Nagar
558P,1,Vysarpadi
558P,2,Moolakadai
558P,3,Madhavaram
558P,4,Redhills
558P,5,Karanodai
558P,6,Ponneri
558P,7,Chinnakuvanam
558P,8,Perumbedu
558P,9,Perumbedukup pam
592,0,V Nagar
592,1,Basin Bridge
592,2,Vyasarpadi
592,3,Moolakadai
592,4,Puzhal
592,5,Red Hills
592,6,Karanodai
592,7,Janappan Chathram x road
592,8,Bandikavanoor
592,9,Kannigaipair
592,10,Periyapalayam
592G,0,V Nagar
592G,1,Basin Bridge
592G,2,Vyasarpadi
592G,3,Moolakadai
592G,4,Puzhal
592G,5,Red Hills
592G,6,Karanodai
592G,7,Pandy Kavanoor Rd JN
592G,8,Kannigaipair
592G,9,Periyapalayam
592V,0,V Nagar
592V,1,Basin Bridge
592V,2,Vyasarpadi
592V,3,Moolakadai
592V,4,Puzhal
592V,5,Red Hills
592V,6,Karanodai
592V,7,Poorivakkam
592V,8,Vengal
11A,0,Vallalar Nagar
11A,1,Annasalai
11A,2,Central R.S
11A,3,Parry's Corner
11A,4,Stanley Hospital
11A,5,T.Nagar
M11A,0,Vallalar Nagar
M11A,1,Pangal Park
M11A,2,Annasalai
M11A,3,Central R.S
M11A,4,Parry's Corner
M11A,5,Rengarajapuram
532,0,Vallalar Nagar
532,1,Basin Bridge
532,2,Vyasarpadi
532,3,Moolakadai
532,4,Puzhal
532,5,Red Hills
532,6,Karanodai
532,7,Arani
532,8,Periyapalayam
32,0,Vallalar Nagar
32,1,Broadway
32,2,Central R.S.
32,3,Simpson
32,4,V. House
37G,0,V Nagar
37G,1,Regal
37G,2,Choolai P.O.
37G,3,Purasaivakkam
37G,4,KMC
37G,5,Chetpet
37G,6,Ste rling road
37G,7,Valluvarkottam
37G,8,Liberty
37G,9,Vadapalani
37G,10,Porur
37G,11,SRMC
37G,12,Iyyapanthangal
48,0,Vallalar Nagar
48,1,ICF
48,2,Railway Quarters
48,3,Joint Office
48,4,Sayani
48,5,Otterri
48,6,Basin Bridge
48,7,Villivakkam
48C,0,Vallalar Nagar
48C,1,Thirumangalam
48C,2,Anna Nagar West
48C,3,Nadhamuni
48C,4,ICF
48C,5,Railway Quarters
48C,6,Joint Office
48C,7,Sayani
48C,8,Otterri
48C,9,Basin Bridge
48C,10,CMBT
54S,0,Vadaku Malaiyamb akkam
54S,1,Poonamallee
54S,2,Kumanan chavadi
54S,3,Iyyppanthangal
54S,4,Porur
54S,5,Guindy
54S,6,Saidapet
54S,7,T.Nagar
5E,0,Vadapalani
5E,1,Nesapakkam
5E,2,MGR Nagar
5E,3,KK Nagar
5E,4,Ashok pillar
5E,5,Jafferkhanpet
5E,6,Mettupalayam
5E,7,Srinivasa theater
5E,8,CIT nagar
5E,9,Saidapet
5E,10,Anna University
5E,11,Adyar
5E,12,Vannanthurai
5E,13,Velankkani church
5E,14,Besant Nagar
5T,0,Vadapalani
5T,1,Saidapet
5T,2,T.Nagar
5T,3,Ashok pillar
5T,4,K.K.Nagar
5T,5,Taramani
17P,0,Vadapalani
17P,1,Mangadu
17P,2,Porur
17P,3,Virugambakkam
17P,4,Pattur
G70,0,Vadapalani
G70,1,Udhayam Theater
G70,2,Pallavaram
G70,3,Tambaram
G70,4,Vandalur Zoo
G70,5,Guduvanchery
501,0,Vadapalani
501,1,Virugamabakkam
501,2,Valasarawakkam
501,3,Porur
501,4,Iyyapanthangal
501,5,Kumananchavadi
501,6,Poonamallee
501,7,Thirumazhisai
501,8,Nemam
501,9,Manavalan Nagar
501,10,Thiruvallur
501,11,Poondi
538,0,Vadapalani
538,1,Virugamabakkam
538,2,Valasarawakkam
538,3,Porur
538,4,Iyyapanthangal
